taxon_name,level_1,level_2,ecological_group
aster_achillea,delete,delete,UPHE
compositae_subfam_asteroideae,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
asteroideae_undifferentiated,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
cichoriaceae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
compositae_subfam_cichorioideae,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
consolida_type,Consolida-type,Consolida-type,UPHE
delphinium,Consolida-type,Consolida-type,UPHE
convolvulus_arvensis,Convolvulus,Convolvulus,UPHE
cornus_sanguinea,Cornus,Cornus,TRSH
cornus_sanguinea_type,Cornus,Cornus,TRSH
coronilla,Coronilla-type,Coronilla-type,UPHE
coronilla_type,Coronilla-type,Coronilla-type,UPHE
corydalis,Corydalis,Corydalis,UPHE
corylus_avellana,Corylus/Myrica,Corylus/Myrica,TRSH
corylus_myrica,Corylus/Myrica,Corylus/Myrica,TRSH
cousinia_type,Cynareae,Cynareae,UPHE
taraxacum_type,Compositae subfam. Cichorioideae,Compositae subfam. Cichorioideae,UPHE
crocus,Liliaceae-type,Liliaceae-type,UPHE
crozophora,Crozophora,Crozophora,TRSH
centaurea_cf_xeranthemum,Cynareae,Cynareae,UPHE
cirsium_serratula,Cynareae,Cynareae,UPHE
cynareae,Cynareae,Cynareae,UPHE
cynoglossum_creticum_type,Cynoglossum-type,Cynoglossum-type,UPHE
cynoglossum_officinale_type,Cynoglossum-type,Cynoglossum-type,UPHE
dataset_id,dataset_id,dataset_id,LABO
ailanthus,Ailanthus,Ailanthus,TRSH
depth_m,Depth_m,Depth_m,LABO
digitalis_type,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
lomelosia_argentea_type,Dipsacaceae,Dipsacaceae,UPHE
dipsacoideae,Dipsacaceae,Dipsacaceae,TRSH
dipsacus,Dipsacaceae,Dipsacaceae,UPHE
dorycnium,Dorycnium,Dorycnium,UPHE
dorycnium_hirsutum,Dorycnium,Dorycnium,UPHE
dryas_octopetala,Rosaceae (non-operculate),Rosaceae (non-operculate),UPHE
dryopteris_filix_minus_mas,delete,delete,VACR
dryopteris_filix_minus_mas_type,delete,delete,VACR
dryopteris,delete,delete,VACR
echium_onosma,Echium/Onosma,Echium/Onosma,UPHE
emex,Emex,Emex,UPHE
ephedraceae,Ephedra,Ephedra,TRSH
ephedra_alata_type,Ephedra,Ephedra,TRSH
ephedra_sp,Ephedra,Ephedra,TRSH
ephedra_distachya,Ephedra,Ephedra,TRSH
ephedra_fragilis,Ephedra,Ephedra,TRSH
erica,Ericales (tetrads),Ericales (tetrads),TRSH
ericales_tetrads,Ericales (tetrads),Ericales (tetrads),TRSH
eryngium,Apiaceae,Apiaceae,UPHE
fagonia,Fagonia,Fagonia,UPHE
fagonia_type,Fagonia,Fagonia,TRSH
fagopyrum_tataricum,Fagopyrum,Fagopyrum,UPHE
fagus_clump_pollen_nisp,Fagus,Fagus,TRSH
fagus_na_pollen_nisp,Fagus,Fagus,TRSH
falcaria_vulgaris_type,Apiaceae,Apiaceae,UPHE
falcaria_type,Apiaceae,Apiaceae,UPHE
fontanesia_philliraeoides,Fontanesia philliraeoides,Fontanesia philliraeoides,TRSH
frangula_alnus,Rhamnaceae,Rhamnaceae,TRSH
frankenia_type,Frankenia,Frankenia,TRSH
galeopsis_ballota_type,Galeopsis/Ballota-type,Galeopsis/Ballota-type,UPHE
genista_group,Genista-group,Genista-group,UPHE
gentiana_pneumonanthe_type,Gentianaceae,Gentianaceae,UPHE
geraniaceae,Geraniaceae,Geraniaceae,UPHE
gnaphalium_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
gypsophila_repens_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
hagenis_abyssinia,Hagenis abyssinia,Hagenis abyssinia,TRSH
hedera_helix,Hedera,Hedera,TRSH
heracleum,Apiaceae,Apiaceae,UPHE
hibiscus,Malvaceae,Malvaceae,TRSH
hippopha,Hippophae rhamnoides,Hippophae rhamnoides,TRSH
hippopha_rhamnoides,Hippophae rhamnoides,Hippophae rhamnoides,TRSH
humulus,Cannabis/Humulus,Cannabis/Humulus,UPHE
humulus_lupulus,Cannabis/Humulus,Cannabis/Humulus,UPHE
hymenophyllum,delete,delete,VACR
hypecoum,Hypecoum,Hypecoum,UPHE
hypericum_coris_type,Hypericum,Hypericum,UPHE
hyphaene,Hyphaene,Hyphaene,TRSH
hyphaene_cf_h_thebaica,Hyphaene,Hyphaene,PALM
ilex_aquifolium,Ilex,Ilex,TRSH
ilex_type,Ilex,Ilex,TRSH
juncaceae,Juncaceae,Juncaceae,UPHE
luzula,Juncaceae,Juncaceae,UPHE
cupressus,Juniperus-type,Juniperus-type,TRSH
juniperus_cupressaceae,Juniperus-type,Juniperus-type,TRSH
kickxia,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
labiatae_6,Labiatae (6),Labiatae (6),UPHE
lamium,Lamium album-type,Lamium album-type,UPHE
larix_pseudotsuga,Larix/Pseudotsuga,Larix/Pseudotsuga,TRSH
laser_trilobum_type,Laser trilobum-type,Laser trilobum-type,UPHE
laserpitium_latifolium_type,Apiaceae,Apiaceae,UPHE
lathyrus_vicia_type,Lathyrus/Vicia-type,Lathyrus/Vicia-type,UPHE
lecokia,Apiaceae,Apiaceae,UPHE
leontice,Leontice,Leontice,UPHE
ligusticum_mutellina,Apiaceae,Apiaceae,UPHE
iridaceae,Liliaceae-type,Liliaceae-type,UPHE
iridaceae_undifferentiated,Liliaceae-type,Liliaceae-type,UPHE
iridaceae_undiff,Liliaceae-type,Liliaceae-type,UPHE
liliaceae_sensu_lato,Liliaceae-type,Liliaceae-type,UPHE
liliaceae_undifferentiated,Liliaceae-type,Liliaceae-type,UPHE
liliaceae_type,Liliaceae-type,Liliaceae-type,UPHE
liliopsida_monocolpate,delete,delete,SEED
linum_catharticum_type,Linum,Linum,UPHE
linum_mucronatum_type,Linum,Linum,UPHE
lithospermum_officinale,Boraginaceae,Boraginaceae,UPHE
loranthaceae,Loranthaceae,Loranthaceae,TRSH
lotus,Lotus-type,Lotus-type,UPHE
ludwigia_palustris,Onagraceae,Onagraceae,UPHE
lupinus,Genista-group,Genista-group,UPHE
lycium,Lycium,Lycium,TRSH
lycopodiaceae,delete,delete,VACR
lycopodium_clavatum,delete,delete,VACR
lysimachia_vulgaris_type,Anagallis-type,Anagallis-type,UPHE
lythrum_hyssopifolia,Lythrum,Lythrum,UPHE
lythrum_portula_type,Lythrum,Lythrum,UPHE
lythrum_salicaria_type,Lythrum,Lythrum,UPHE
marsilea,delete,delete,VACR
marsileaceae,delete,delete,VACR
achillea_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
anthemis_type,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
mattiastrum,Myosotis-type,Myosotis-type,UPHE
paracaryum_type,Myosotis-type,Myosotis-type,UPHE
medicago_sativa_type,Medicago sativa-type,Medicago sativa-type,UPHE
medicago_type,Medicago sativa-type,Medicago sativa-type,UPHE
satureja_ziziphora,Labiatae (6),Labiatae (6),UPHE
mercurialis_type,Mercurialis,Mercurialis,UPHE
michauxia,Campanulaceae,Campanulaceae,UPHE
mimusops,Mimusops,Mimusops,TRSH
moltkia,Moltkia,Moltkia,UPHE
cf_polypodium,delete,delete,VACR
monolete_fern_spores,delete,delete,VACR
pteridophyta_monolete_undiff,delete,delete,VACR
moraceae,Urticaceae/Moraceae,Urticaceae/Moraceae,TRSH
cathaya_type,Cathaya-type,Cathaya-type,TRSH
nerium_oleander,Nerium oleander,Nerium oleander,TRSH
ocimum,Labiatae (6),Labiatae (6),UPHE
onagraceae,Onagraceae,Onagraceae,UPHE
onobrychis,Onobrychis-type,Onobrychis-type,UPHE
hedysarum_type,Onobrychis-type,Onobrychis-type,UPHE
onosma,Echium/Onosma,Echium/Onosma,UPHE
ophioglossaceae,delete,delete,VACR
ophioglossum_cf_o_polyphyllum,delete,delete,VACR
ophioglossum_vulgatum,delete,delete,VACR
orchidaceae,Orchidaceae,Orchidaceae,UPHE
ornithogalum,Liliaceae-type,Liliaceae-type,UPHE
osmanthus,Osmanthus,Osmanthus,TRSH
osmunda_type,delete,delete,VACR
ostrya_carpinus_betulus_type,Ostrya/Carpinus orientalis,Ostrya/Carpinus orientalis,TRSH
carpinus_orientalis_ostrya,Ostrya/Carpinus orientalis,Ostrya/Carpinus orientalis,TRSH
parietaria,Urticaceae/Moraceae,Urticaceae/Moraceae,UPHE
parrotia,Parrotia,Parrotia,TRSH
parrotia_persica,Parrotia,Parrotia,TRSH
pedicularis_palustris_type,Pedicularis,Pedicularis,UPHE
peristrophe,Peristrophe,Peristrophe,UPHE
peristrophe_cf_p_bicalyculata,Peristrophe,Peristrophe,UPHE
persicaria_maculosa,Persicaria maculosa,Persicaria maculosa,UPHE
ferula_bunium_type,Apiaceae,Apiaceae,UPHE
peucedanum_type,Apiaceae,Apiaceae,UPHE
phacelia_tanacetifolia_type,Phacelia,Phacelia,UPHE
campanula,Campanulaceae,Campanulaceae,UPHE
phyteuma,Campanulaceae,Campanulaceae,UPHE
pimpinella_anisum,Apiaceae,Apiaceae,UPHE
pimpinella_major_type,Apiaceae,Apiaceae,UPHE
pinaceae_undifferentiated,Pinaceae undifferentiated,Pinaceae undifferentiated,TRSH
pinus_undiff,Pinus,Pinus,TRSH
plantago_undifferentiated,Plantago,Plantago,UPHE
plantago_major_p_media,Plantago,Plantago,UPHE
plantago_alpina_type,Plantago,Plantago,UPHE
plantago_maritima,Plantago,Plantago,UPHE
plantago_media,Plantago,Plantago,UPHE
plantago_uniflora,Plantago uniflora,Plantago uniflora,UPHE
avena_triticum_group,Poaceae,Poaceae,UPHE
hordeum_group,Poaceae,Poaceae,UPHE
poaceae_bigger_than_37_u_fffd_m,Poaceae,Poaceae,UPHE
poaceae_clump_pollen_nisp,Poaceae,Poaceae,UPHE
poaceae_na_pollen_nisp,Poaceae,Poaceae,UPHE
polemoniaceae,Polemoniaceae,Polemoniaceae,UPHE
polemonium,Polemoniaceae,Polemoniaceae,UPHE
polygonum_aviculare,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polygonum_aviculare_bistorta_officinalis_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polygonum_type_tricolporate,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polypodium_vulgare,delete,delete,VACR
polypodium_vulgare_type,delete,delete,VACR
polystichum,delete,delete,VACR
polystichum_type,delete,delete,VACR
portulaca_montia,Portulaca/Montia,Portulaca/Montia,UPHE
primula_farinosa_type,Primula,Primula,UPHE
primula_farinosa_type_large,Primula,Primula,UPHE
primula_hirsuta_type,Primula,Primula,UPHE
nepeta_type,Labiatae (6),Labiatae (6),UPHE
amygdalus_type,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
malus,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
prunus,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
pyrus,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
psammogeton_type,Apiaceae,Apiaceae,UPHE
psoraleeae,Psoralea bituminosa,Psoralea bituminosa,UPHE
psoralea_bituminosa,Psoralea bituminosa,Psoralea bituminosa,UPHE
pteridium_aquilinum,delete,delete,VACR
pteridium_aquilinum_type,delete,delete,VACR
pteris,delete,delete,VACR
pterocarya_fraxinifolia,Pterocarya,Pterocarya,TRSH
anemone_sect_pulsatilla,Ranunculus-type,Ranunculus-type,UPHE
quercus_robur_q_cerris,Quercus,Quercus,TRSH
quercus_coccifera,Quercus,Quercus,TRSH
quercus_evergreen_2,Quercus,Quercus,TRSH
quercus_deciduous_2,Quercus,Quercus,TRSH
quercus_frainetto,Quercus,Quercus,TRSH
quercus_pubescens_type,Quercus,Quercus,TRSH
quercus_robur,Quercus,Quercus,TRSH
randia,Rubiaceae,Rubiaceae,TRSH
ranunculaceae_undifferentiated,Ranunculaceae,Ranunculaceae,UPHE
ranunculaceae_undiff,Ranunculaceae,Ranunculaceae,UPHE
ranunculus_lanuginosus,Ranunculus-type,Ranunculus-type,UPHE
ranunculus_repens,Ranunculus-type,Ranunculus-type,UPHE
ranunculus_parviflorus,Ranunculus arvensis-type,Ranunculus arvensis-type,UPHE
ranunculus_parviflorus_type,Ranunculus arvensis-type,Ranunculus arvensis-type,UPHE
ranunculus_constantinopolitanus_type,Ranunculus-type,Ranunculus-type,UPHE
ranunculus_type,Ranunculus-type,Ranunculus-type,UPHE
rumex_acris_type,Ranunculus-type,Ranunculus-type,UPHE
rheum_officinale,Rheum,Rheum,UPHE
rhinanthus_group,Rhinanthus-group,Rhinanthus-group,UPHE
bartsia_type,Rhinanthus-group,Rhinanthus-group,UPHE
rhinanthus,Rhinanthus-group,Rhinanthus-group,UPHE
rhus_cotinus,Rhus/Cotinus,Rhus/Cotinus,TRSH
rhus_type,Rhus/Cotinus,Rhus/Cotinus,TRSH
ribes,Ribes,Ribes,TRSH
ricinus_communis,Ricinus communis,Ricinus communis,TRSH
rindera_type,Cynoglossum-type,Cynoglossum-type,UPHE
roemeria_dodecandra_type,Roemeria-type,Roemeria-type,UPHE
roemeria_type,Roemeria-type,Roemeria-type,UPHE
rosa,Rosaceae (operculate),Rosaceae (operculate),TRSH
rosaceae_undifferentiated,Rosaceae,Rosaceae,UPHE
cf_prunus_type,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
rosaceae_non_minus_operculate,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
sorbus_group,Rosaceae (non-operculate),Rosaceae (non-operculate),TRSH
rosaceae_operculate,Rosaceae (operculate),Rosaceae (operculate),UPHE
galium,Rubiaceae,Rubiaceae,UPHE
rubiaceae_hexacolpate,Rubiaceae,Rubiaceae,TRSH
rumex_acetosa_group,Rumex acetosa-type,Rumex acetosa-type,UPHE
rumex_aquaticus_group,Rumex aquaticus-type,Rumex aquaticus-type,UPHE
rumex_obtusifolius_type,Rumex/Oxyria,Rumex/Oxyria,UPHE
rumex_undifferentiated,Rumex/Oxyria,Rumex/Oxyria,UPHE
rumex_oxyria,Rumex/Oxyria,Rumex/Oxyria,UPHE
sambucus_racemosa,Sambucus,Sambucus,TRSH
samolus,Samolus valerandi,Samolus valerandi,UPHE
samolus_valerandi,Samolus valerandi,Samolus valerandi,UPHE
saponaria,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
sapotaceae,Sapotaceae,Sapotaceae,TRSH
micranthes_stellaris_type,Saxifraga,Saxifraga,UPHE
saxifraga,Saxifraga,Saxifraga,UPHE
saxifraga_granulata_type,Saxifraga,Saxifraga,UPHE
saxifraga_moschata_type,Saxifraga,Saxifraga,UPHE
saxifraga_rosacea,Saxifraga,Saxifraga,UPHE
saxifragaceae,Saxifragaceae,Saxifragaceae,UPHE
scabiosa_undifferentiated,Dipsacaceae,Dipsacaceae,UPHE
scabiosa_undiff,Dipsacaceae,Dipsacaceae,UPHE
scleranthus,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
scrophularia_verbascum_digitalis,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
scrophulariaceae_colporate_minus_reticulate,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
scrophularia_type,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
scutellaria_type,Galeopsis/Ballota-type,Galeopsis/Ballota-type,UPHE
secale_cereale,Poaceae,Poaceae,UPHE
sedum,Crassulaceae,Crassulaceae,UPHE
selaginella,delete,delete,VACR
selaginella_willdenowii,delete,delete,VACR
selaginella_helvetica_type,delete,delete,VACR
selaginella_selaginoides,delete,delete,VACR
senecio,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
seseli_type,Apiaceae,Apiaceae,UPHE
silene_dioica_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
silene_vulgaris_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
sinapis_type,Brassicaceae,Brassicaceae,UPHE
sison_amomum_type,Sison amomum-type,Sison amomum-type,UPHE
smilax,Liliaceae-type,Liliaceae-type,UPHE
solanum_nigrum_type,Solanum,Solanum,UPHE
spergula,Spergularia-type,Spergularia-type,UPHE
spergula_type,Spergularia-type,Spergularia-type,UPHE
staphylea,Staphylea pinnata,Staphylea pinnata,TRSH
staphylea_pinnata,Staphylea pinnata,Staphylea pinnata,TRSH
succisa,Dipsacaceae,Dipsacaceae,UPHE
succisa_type,Dipsacaceae,Dipsacaceae,UPHE
syzygium_type,Myrtaceae,Myrtaceae,TRSH
tamus_communis,Tamus communis,Tamus communis,UPHE
dioscorea_communis,Tamus communis,Tamus communis,UPHE
taxus_baccata,Taxus,Taxus,TRSH
thalictrum_flavum_type,Thalictrum,Thalictrum,UPHE
thelypteris_palustris,delete,delete,VACR
tofieldia,Tofieldia,Tofieldia,UPHE
trachyspermum_type,Apiaceae,Apiaceae,UPHE
trifolium_pratense_type,Trifolium-type,Trifolium-type,UPHE
trifolium_repens_type,Trifolium-type,Trifolium-type,UPHE
cf_lycopodium_clavatum,delete,delete,VACR
trilete_spore_s,delete,delete,VACR
trollius_europaeus,Trollius europaeus,Trollius europaeus,UPHE
tsuga,Tsuga,Tsuga,TRSH
ulmaceae,Ulmus/Zelkova,Ulmus/Zelkova,TRSH
umbilicus_type,Crassulaceae,Crassulaceae,UPHE
urtica_type,Urticaceae/Moraceae,Urticaceae/Moraceae,UPHE
urtica_dioica,Urticaceae/Moraceae,Urticaceae/Moraceae,UPHE
morus_alba_type,Urticaceae/Moraceae,Urticaceae/Moraceae,TRSH
vaccinium,Ericales (tetrads),Ericales (tetrads),TRSH
vaccinium_group,Vaccinium-type,Vaccinium-type,TRSH
valerianaceae,Valerianaceae,Valerianaceae,UPHE
caprifoliaceae_subf_valerianoideae,Valerianaceae,Valerianaceae,UPHE
valerianoideae,Valerianaceae,Valerianaceae,UPHE
veratrum,Liliaceae-type,Liliaceae-type,UPHE
verbascum,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
verbascum_type,Scrophulariaceae (colporate-reticulate),Scrophulariaceae (colporate-reticulate),UPHE
verbena_officinalis,Verbena officinalis,Verbena officinalis,UPHE
viscum_album,Viscum album,Viscum album,TRSH
vitex,Vitex agnus-castus,Vitex agnus-castus,TRSH
ziziphus,Rhamnaceae,Rhamnaceae,TRSH
depth,depth,depth,LABO
amaranthaceae_chenopodiaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
diospyros,Diospyros,Diospyros,TRSH
azolla,delete,delete,AQVP
azolla_nilotica,delete,delete,AQVP
azolla_salvinia,delete,delete,AQVP
butomus,delete,delete,AQVP
cf_acanthaceae,delete,delete,delete
cf_anthericum,delete,delete,delete
cf_atraphaxis,delete,delete,delete
cf_berberis,delete,delete,delete
cf_bongardia,delete,delete,delete
cf_boraginaceae_undiff,delete,delete,delete
cf_casuarina,delete,delete,delete
cf_celtis,delete,delete,delete
cf_centaurea,delete,delete,delete
cf_chionodoxa,delete,delete,delete
cf_cornus,delete,delete,delete
cf_cornus_suecica_type,delete,delete,delete
cf_equisetum,delete,delete,delete
cf_euphorbiaceae,delete,delete,delete
cf_fabaceae_undiff,delete,delete,delete
cf_genista,delete,delete,delete
cf_gentianaceae,delete,delete,delete
cf_gentianaceae_undiff,delete,delete,delete
cf_gentianella_type,delete,delete,delete
cf_geum,delete,delete,delete
cf_gratiola,delete,delete,delete
cf_hypericum_elodes,delete,delete,delete
cf_ligustrum,delete,delete,delete
cf_liliaceae_undiff,delete,delete,delete
cf_medicago_minima,delete,delete,delete
cf_melampyrum,delete,delete,delete
cf_myosotis_type,delete,delete,delete
cf_myricaria,delete,delete,delete
cf_nyssa,delete,delete,delete
cf_ononis_type,delete,delete,delete
cf_orobanche,delete,delete,delete
cf_pistacia,delete,delete,delete
cf_polygonum_bistorta_type,delete,delete,delete
cf_saxifraga_oppositifolia_type,delete,delete,delete
cf_saxifraga_stellaris_type,delete,delete,delete
cf_tsuga,delete,delete,delete
cf_veronica,delete,delete,delete
characeae_oospores,delete,delete,ALGA
charcoal,delete,delete,delete
anthoceros_laevis_type,delete,delete,UPBR
anthocerotales_type_1,delete,delete,UPBR
anthocerotales_type_2,delete,delete,UPBR
anthocerotales_type_3,delete,delete,UPBR
botryococcus,delete,delete,delete
indeterminable_undifferentiated,delete,delete,delete
monolete_spore_s_undifferentiated,delete,delete,delete
laboratory_number,delete,delete,delete
myriophyllum_alterniflorum,delete,delete,AQVP
myriophyllum_spicatum_type,delete,delete,AQVP
nymphoides,delete,delete,AQVP
pediastrum_boryanum,delete,delete,delete
pediastrum_boryanum_ssp_brevicorne,delete,delete,delete
pediastrum_clathratum,delete,delete,delete
pediastrum_kawraiskyi,delete,delete,delete
pediastrum_simplex,delete,delete,delete
potamogetonaceae,delete,delete,AQVP
riccia,delete,delete,delete
trapa_natans,delete,delete,AQVP
triglochin,delete,delete,AQVP
trilete_psilate,delete,delete,delete
typha_cf_t_domingensis,delete,delete,AQVP
typha_cf_t_elephantina,delete,delete,AQVP
typha_minima_type,delete,delete,AQVP
lycopodium_spike,delete,delete,delete
monolete_psilate,delete,delete,delete
monolete_spore_s,delete,delete,delete
sagittaria,delete,delete,AQVP
stratiotes,delete,delete,AQVP
zannichellia_type,delete,delete,AQVP
cf_melampyrum_clump_pollen_nisp,delete,delete,delete
cf_melampyrum_na_pollen_nisp,delete,delete,delete
dinoflagellates,delete,delete,ALGA
littorella_type,delete,delete,AQVP
gymnocarpium,delete,delete,VACR
gymnocarpium_dryopteris,delete,delete,VACR
cystopteris_type,delete,delete,VACR
cystopteris,delete,delete,VACR
picea_pollen_nisp,Picea,Picea,TRSH
picea_abies_type,Picea,Picea,TRSH
pinus_subg_pinus_type,Pinus,Pinus,TRSH
pinus_subg_pinus,Pinus,Pinus,TRSH
pinus_sylvestris_type,Pinus,Pinus,TRSH
pinus_subg_strobus_type,Pinus,Pinus,TRSH
pinus_subg_strobus,Pinus,Pinus,TRSH
pinus_cembra_type,Pinus,Pinus,TRSH
juniperus_communis_type,Juniperus-type,Juniperus-type,TRSH
asparagus,Liliaceae-type,Liliaceae-type,UPHE
iris_pseudacorus,Liliaceae-type,Liliaceae-type,UPHE
iris_pseudacorus_type,Liliaceae-type,Liliaceae-type,UPHE
narthecium,Liliaceae-type,Liliaceae-type,UPHE
gladiolus,Liliaceae-type,Liliaceae-type,UPHE
gladiolus_type,Liliaceae-type,Liliaceae-type,UPHE
gladiolus_romulea,Liliaceae-type,Liliaceae-type,UPHE
tulipa,Liliaceae-type,Liliaceae-type,UPHE
gagea_tulipa,Liliaceae-type,Liliaceae-type,UPHE
maianthemum_bifolium,Liliaceae-type,Liliaceae-type,UPHE
maianthemum_paris,Liliaceae-type,Liliaceae-type,UPHE
galanthus,Liliaceae-type,Liliaceae-type,UPHE
leucojum_type,Liliaceae-type,Liliaceae-type,UPHE
myrtus_communis,Myrtaceae,Myrtaceae,TRSH
aquilegia,Caltha-type,Caltha-type,UPHE
cuscuta_gronovii_type,Cuscuta,Cuscuta,UPHE
cuscuta_europaea_type,Cuscuta,Cuscuta,UPHE
clematis,Ranunculus-type,Ranunculus-type,TRSH
ranunculus_aquatilis_type,Ranunculus-type,Ranunculus-type,AQVP
ranunculus_asiaticus,Ranunculus-type,Ranunculus-type,UPHE
centaurea_montana,Centaurea cyanus-type,Centaurea cyanus-type,UPHE
centaurea_montana_type,Centaurea cyanus-type,Centaurea cyanus-type,UPHE
polygonum_oxyspermum,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polygonum_oxyspermum_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
bistorta_officinalis,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polygonum_bistorta,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
fallopia_type,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
fallopia,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
polygonum_cognatum,Polygonum-type (tricolporate),Polygonum-type (tricolporate),UPHE
pleurospermum,Apiaceae,Apiaceae,UPHE
pleurospermum_type,Apiaceae,Apiaceae,UPHE
daucus_carota,Apiaceae,Apiaceae,UPHE
daucus,Apiaceae,Apiaceae,UPHE
oenanthe_fistulosa_type,Apiaceae,Apiaceae,UPHE
oenanthe,Apiaceae,Apiaceae,UPHE
silaum_silaus_type,Apiaceae,Apiaceae,UPHE
silaum_silaus,Apiaceae,Apiaceae,UPHE
anisosciadium,Apiaceae,Apiaceae,UPHE
angelica_archangelica_type,Apiaceae,Apiaceae,UPHE
angelica_archangelica,Apiaceae,Apiaceae,UPHE
angelica_palustris_type,Apiaceae,Apiaceae,UPHE
angelica_palustris,Apiaceae,Apiaceae,UPHE
turgenia,Apiaceae,Apiaceae,UPHE
turgenia_latifolia,Apiaceae,Apiaceae,UPHE
scandix,Apiaceae,Apiaceae,UPHE
scandix_pecten_minus_veneris_caucalis_platycarpos,Apiaceae,Apiaceae,UPHE
mercurialis_perennis_type,Mercurialis,Mercurialis,UPHE
doronicum,Compositae subfam. Asteroideae,Compositae subfam. Asteroideae,UPHE
saussurea,Cynareae,Cynareae,UPHE
serratula,Cynareae,Cynareae,UPHE
saussurea_type,Cynareae,Cynareae,UPHE
chardinia_onopordon,Cynareae,Cynareae,UPHE
saxifraga_oppositifolia_type,Saxifraga,Saxifraga,UPHE
centaurium,Gentianaceae,Gentianaceae,UPHE
fraxinus_angustifolia_subsp_oxycarpa_type,Fraxinus,Fraxinus,TRSH
fraxinus_angustifolia,Fraxinus,Fraxinus,TRSH
acantholimon,Plumbaginaceae,Plumbaginaceae,UPHE
armeria_maritima_type,Plumbaginaceae,Plumbaginaceae,UPHE
limonium_vulgare_type,Plumbaginaceae,Plumbaginaceae,UPHE
armeria_type,Plumbaginaceae,Plumbaginaceae,UPHE
micranthes_nivalis_type,Saxifraga,Saxifraga,UPHE
saxifraga_stellaris_type,Saxifraga,Saxifraga,UPHE
galeopsis,Galeopsis/Ballota-type,Galeopsis/Ballota-type,UPHE
galeopsis_type,Galeopsis/Ballota-type,Galeopsis/Ballota-type,UPHE
ononis,Astragalus-type,Astragalus-type,UPHE
gentiana_nivalis,Gentianaceae,Gentianaceae,UPHE
gentiana_verna_type,Gentianaceae,Gentianaceae,UPHE
gentiana_verna,Gentianaceae,Gentianaceae,UPHE
gentianella_campestris_type,Gentianaceae,Gentianaceae,UPHE
viburnum_opulus_type,Viburnum,Viburnum,TRSH
viburnum_opulus_v_tinus,Viburnum,Viburnum,TRSH
glaux_maritima,Anagallis-type,Anagallis-type,UPHE
sambucus_nigra_s_racemosa,Sambucus,Sambucus,TRSH
primula_elatior_type,Primula,Primula,UPHE
primula_veris_type,Primula,Primula,UPHE
colchicum_type,Liliaceae-type,Liliaceae-type,UPHE
jasione,Campanulaceae,Campanulaceae,UPHE
jasione_montana_type,Campanulaceae,Campanulaceae,UPHE
minuartia_rubra_type,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
minuartia_rubra_type_bufonia,Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae),UPHE
