taxon_name,level_1,level_2,ecological_group
abies,Abies,Abies,TRSH
abies_2,Abies,Abies,TRSH
abies_plus_picea,Pinaceae,Pinaceae,TRSH
acacia,Fabaceae (tree),Fabaceae (tree),TRSH
acacia_spp,Fabaceae (tree),Fabaceae (tree),TRSH
acalypha,Acalypha-type,Acalypha-type,UPHE
acalypha_spp,Acalypha-type,Acalypha-type,UPHE
acalypha_type,Acalypha-type,Acalypha-type,UPHE
acanthaceae,Acanthaceae,Acanthaceae,UPHE
accu_model_a,delete,delete,LABO
acer,Acer,Acer,TRSH
acer_campestre_type,Acer,Acer,TRSH
aceraceae,Acer,Acer,TRSH
achillea_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
aconitum,Ranunculaceae,Ranunculaceae,UPHE
aconitum_napellus_type,Ranunculaceae,Ranunculaceae,UPHE
aconitum_type,Ranunculaceae,Ranunculaceae,UPHE
aconogonon,Polygonum,Polygonum,UPHE
acorus,delete,delete,AQVP
actinidia,Actinidia,Actinidia,TRSH
actinostemma,Cucurbitaceae,Cucurbitaceae,UPHE
adenophora,Campanulaceae,Campanulaceae,UPHE
adiantum,delete,delete,VACR
adonis_type,Ranunculaceae,Ranunculaceae,UPHE
aegopodium_podagraria,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
aerva_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
aesculus,Aesculus,Aesculus,UPHE
aesculus_hippocastanum,Aesculus,Aesculus,TRSH
aesculus_undifferentiated,Aesculus,Aesculus,TRSH
age_kyr,delete,delete,LABO
aglaia,Meliaceae,Meliaceae,TRSH
aglaia_spp,Meliaceae,Meliaceae,TRSH
ailanthus,Ailanthus,Ailanthus,TRSH
aizoaceae,Aizoaceae,Aizoaceae,UPHE
alangium,Alangium,Alangium,TRSH
albizia,Fabaceae (tree),Fabaceae (tree),TRSH
albizzia,Fabaceae (tree),Fabaceae (tree),TRSH
alchemilla,Alchemilla-type,Alchemilla-type,UPHE
alchemilla_type,Alchemilla-type,Alchemilla-type,UPHE
alchornea,Euphorbiaceae (tropical),Euphorbiaceae (tropical),TRSH
alchornea_type,Euphorbiaceae (tropical),Euphorbiaceae (tropical),TRSH
algae,delete,delete,ALGA
algenspore,delete,delete,ALGA
alhagi,Fabaceae,Fabaceae,TRSH
alisma,delete,delete,AQVP
alisma_type,delete,delete,AQVP
alismataceae,delete,delete,AQVP
alismataceae_t,delete,delete,AQVP
alliaceae,Liliaceae s. l.,Liliaceae s. l.,UPHE
allium,Liliaceae s. l.,Liliaceae s. l.,UPHE
allium_type,Liliaceae s. l.,Liliaceae s. l.,UPHE
allium_ursinum_type,Liliaceae s. l.,Liliaceae s. l.,UPHE
allophyllus,Sapindaceae,Sapindaceae,TRSH
allophyllus_spp,Sapindaceae,Sapindaceae,TRSH
alnus,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_baum,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_fruticosa_type,"Alnus, shrub","Alnus, shrub",TRSH
alnus_glutinosa,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_glutinosa_type,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_nepalensis,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_shrub,"Alnus, shrub","Alnus, shrub",TRSH
alnus_sp,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_strauch,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_subg_alnobetula,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_tree,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_undif,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_undiff,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_undifferentiated,Alnus undifferentiated,Alnus undifferentiated,TRSH
alnus_viridis,"Alnus, shrub","Alnus, shrub",TRSH
alnus_viridis_type,"Alnus, shrub","Alnus, shrub",TRSH
alstonia,Apocynaceae,Apocynaceae,TRSH
alstonia_spp,Apocynaceae,Apocynaceae,TRSH
alternanthera_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
altingia,Hamamelidaceae,Hamamelidaceae,TRSH
aluns,Alnus undifferentiated,Alnus undifferentiated,TRSH
amaranthaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amaranthaceae_chenopodiaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amaranthaceae_chenopodium_sp,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amaranthaceae_type,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amaranthus,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
amaryllidaceae,Amaryllidaceae,Amaryllidaceae,UPHE
ambrosia,Ambrosia-type,Ambrosia-type,UPHE
ambrosia_type,Ambrosia-type,Ambrosia-type,UPHE
amphitrema,delete,delete,TEAM
anabasis,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
anacaediaceae,Anacardiaceae,Anacardiaceae,TRSH
anacaodiaceae,Anacardiaceae,Anacardiaceae,TRSH
anacardiaceae,Anacardiaceae,Anacardiaceae,TRSH
anagallis_type,Anagallis-type,Anagallis-type,UPHE
anaphalis_blumea_senecio,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
anchusa_type,Boraginaceae,Boraginaceae,UPHE
androsace,Primulaceae,Primulaceae,UPHE
androsaceae,Primulaceae,Primulaceae,UPHE
anemone,Ranunculaceae,Ranunculaceae,UPHE
anemone_clematis_type,Ranunculaceae,Ranunculaceae,UPHE
anemone_nemorosa_type,Ranunculaceae,Ranunculaceae,UPHE
anemone_ranunculus,Ranunculaceae,Ranunculaceae,UPHE
anemone_sect_pulsatilla,Ranunculaceae,Ranunculaceae,UPHE
anemone_type,Ranunculaceae,Ranunculaceae,UPHE
angelica_archangelica_type,Angelica-type,Angelica-type,UPHE
angelica_palustris_type,Angelica-type,Angelica-type,UPHE
angiosperm_wood_tissue_fragments,delete,delete,UNID
angiospermae_undiff_herbs,delete,delete,UPHE
annacaediaceae,Anacardiaceae,Anacardiaceae,TRSH
anthemis,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
anthemis_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
anthericum,Liliaceae s. l.,Liliaceae s. l.,UPHE
anthoceros_punctatus_type,delete,delete,UPBR
anthoceros_type,delete,delete,UPBR
anthocerotaceae,delete,delete,UPBR
anthriscus_cerefolium,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
anthriscus_sylvestris_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
anthyllis,Fabaceae,Fabaceae,UPHE
antiaris_spp,Moraceae,Moraceae,TRSH
antidesma,Phyllanthaceae,Phyllanthaceae,UPHE
antidisma_spp,Phyllanthaceae,Phyllanthaceae,TRSH
apatite,delete,delete,UNID
aphanamixis,Meliaceae,Meliaceae,TRSH
aphanamixis_spp,Meliaceae,Meliaceae,TRSH
aphanamixis_type,Meliaceae,Meliaceae,TRSH
aphananthe,Aphananthe,Aphananthe,TRSH
apiaceae,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
apiaceae_bupleurum_minus_typ,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
apiaceae_undiff,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
apiaceae_undifferentiated,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
apium,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
apocynaceae,Apocynaceae,Apocynaceae,UPHE
apodytes,Apodytes,Apodytes,TRSH
apodytes_spp,Apodytes,Apodytes,TRSH
aporosa,Euphorbiaceae (tropical),Euphorbiaceae (tropical),UPHE
aquatic,delete,delete,AQVP
aquatics,delete,delete,AQVP
aquifoliaceae,Aquifoliaceae,Aquifoliaceae,TRSH
aquilaria,Thymelaeaceae,Thymelaeaceae,TRSH
aqulegia,Ranunculaceae,Ranunculaceae,UPHE
araceae,Araceae,Araceae,UPHE
aralia,Araliaceae,Araliaceae,UPHE
araliaceae,Araliaceae,Araliaceae,UPHE
araliaceae_undiff,Araliaceae,Araliaceae,UPHE
arceuthobium,Arceuthobium,Arceuthobium,TRSH
arctium,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
ardisea,Myrsinaceae,Myrsinaceae,TRSH
ardisea_sp,Myrsinaceae,Myrsinaceae,TRSH
areca_spp,Arecaceae,Arecaceae,PALM
arecaceae,Arecaceae,Arecaceae,PALM
arecaceae_undiff,Arecaceae,Arecaceae,PALM
arenaria,Caryophyllaceae,Caryophyllaceae,UPHE
arenaria_minuartia_type,Caryophyllaceae,Caryophyllaceae,UPHE
arenga_spp,Palmae,Palmae,PALM
arisaema_other_types,Araceae,Araceae,UPHE
armeria,Plumbaginaceae,Plumbaginaceae,UPHE
armeria_type,Plumbaginaceae,Plumbaginaceae,UPHE
artemisa,Artemisia,Artemisia,UPHE
artemisia,Artemisia,Artemisia,UPHE
artemisia_chenopodiaceae_index,delete,delete,UPHE
artemisia_parviflora,Artemisia,Artemisia,UPHE
artemisia_spp,Artemisia,Artemisia,UPHE
artemisia_type,Artemisia,Artemisia,UPHE
artocarpus,Moraceae,Moraceae,TRSH
artocarpus_spp,Moraceae,Moraceae,TRSH
aruncus_type,Spiraea-type,Spiraea-type,UPHE
asplenium,delete,delete,VACR
asplenium_type,delete,delete,VACR
assulina_muscorum,delete,delete,TEAM
assulina_seminulum,delete,delete,TEAM
astae_liguliflorae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
astae_tubuliflorae,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
aster,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
aster_gnaphalium_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
aster_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asteraceae_liguliflorae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
asteraceae_matricaria_minus_typ,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae_matricaria_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae_pp,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asteraceae_saussurea_minus_typ,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
asteraceae_saussurea_type,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
asteraceae_senecio_minus_typ,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae_senecio_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae_tubuliflorae,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteraceae_undif,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asteraceae_undiff,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asteraceae_undifferentiated,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asterceae,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
asteroideae,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
asteroideae_undiff,Asteraceae undifferentiated,Asteraceae undifferentiated,UPHE
astragalus,Fabaceae,Fabaceae,UPHE
astragalus_alpinus_type,Fabaceae,Fabaceae,UPHE
astragalus_onobrychis_type,Fabaceae,Fabaceae,UPHE
astragalus_oxytropis_type,Fabaceae,Fabaceae,UPHE
astragalus_type,Fabaceae,Fabaceae,UPHE
astrantia_major_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
astrantia_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
atalantia,Rutaceae,Rutaceae,TRSH
atalantia_spp,Rutaceae,Rutaceae,TRSH
athraphaxis_atraphaxis,Polygonaceae undiffrentiated,Polygonaceae undiffrentiated,TRSH
athyricaceae,delete,delete,VACR
athyrium,delete,delete,VACR
athyrium_distentifolium_type,delete,delete,VACR
athyrium_filix_minus_femina,delete,delete,VACR
athyrium_filix_minus_femina_type,delete,delete,VACR
atraphaxis,Polygonaceae undiffrentiated,Polygonaceae undiffrentiated,TRSH
aulacoseira_granulata,delete,delete,ALGA
aulacoseira_sp,delete,delete,ALGA
avena_triticum_group,Cerealia,Cerealia,UPHE
baccaurea,Euphorbiaceae (tropical),Euphorbiaceae (tropical),TRSH
baccaurea_spp,Euphorbiaceae (tropical),Euphorbiaceae (tropical),TRSH
baccaurea_type,Euphorbiaceae (tropical),Euphorbiaceae (tropical),TRSH
ballota_type,Lamiaceae,Lamiaceae,UPHE
balsaminaceae,Balsaminaceae,Balsaminaceae,UPHE
bartsia_type,Scrophulariaceae s. l.,Scrophulariaceae s. l.,UPHE
bauhinia_type,Fabaceae (tree),Fabaceae (tree),TRSH
bentinckia,Arecaceae,Arecaceae,PALM
bentinckia_spp,Arecaceae,Arecaceae,PALM
berberiaceae,Berberidaceae,Berberidaceae,TRSH
berberidaceae,Berberidaceae,Berberidaceae,TRSH
berberis,Berberidaceae,Berberidaceae,TRSH
bergenia,Saxifragaceae,Saxifragaceae,UPHE
bergenia_type,Saxifragaceae,Saxifragaceae,UPHE
betula,Betula undifferentiated,Betula undifferentiated,TRSH
betula_alnoides_type,"Betula, tree","Betula, tree",TRSH
betula_baum,Betula undifferentiated,Betula undifferentiated,TRSH
betula_nana_type,"Betula, shrub","Betula, shrub",TRSH
betula_potaninii,"Betula, shrub","Betula, shrub",TRSH
betula_pubescens_type,"Betula, tree","Betula, tree",TRSH
betula_sect_albae,"Betula, tree","Betula, tree",TRSH
betula_sect_apterocaryon,Betula undifferentiated,Betula undifferentiated,TRSH
betula_sect_betula,"Betula, tree","Betula, tree",TRSH
betula_sect_nanae,"Betula, shrub","Betula, shrub",TRSH
betula_shrub,"Betula, shrub","Betula, shrub",TRSH
betula_strauch,Betula undifferentiated,Betula undifferentiated,TRSH
betula_subg_betula,Betula undifferentiated,Betula undifferentiated,TRSH
betula_tree,"Betula, tree","Betula, tree",TRSH
betula_type_i,Betula undifferentiated,Betula undifferentiated,TRSH
betula_type_ii,Betula undifferentiated,Betula undifferentiated,TRSH
betula_undif,Betula undifferentiated,Betula undifferentiated,TRSH
betula_undiff,Betula undifferentiated,Betula undifferentiated,TRSH
betula_undifferentiated,Betula undifferentiated,Betula undifferentiated,TRSH
betula_utilis_type,"Betula, tree","Betula, tree",TRSH
betulaceae,Betula undifferentiated,Betula undifferentiated,TRSH
bhesa,Celastraceae,Celastraceae,TRSH
bhesa_spp,Celastraceae,Celastraceae,TRSH
bidens_type,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
biebersteinia,Biebersteinia,Biebersteinia,UPHE
bignoniaceae,Bignoniaceae,Bignoniaceae,TRSH
bignoniaceae_undiff,Bignoniaceae,Bignoniaceae,TRSH
bigoniaceae_undiff,Bignoniaceae,Bignoniaceae,TRSH
bischofia,Phyllanthaceae,Phyllanthaceae,TRSH
bischofia_spp,Phyllanthaceae,Phyllanthaceae,TRSH
bistorta,Bistorta-type,Bistorta-type,UPHE
bistorta_officinalis,Bistorta-type,Bistorta-type,UPHE
bistorta_officinalis_type,Bistorta-type,Bistorta-type,UPHE
bistorta_type,Bistorta-type,Bistorta-type,UPHE
bistorta_vivipara,Bistorta-type,Bistorta-type,UPHE
blechnum_spicant,delete,delete,VACR
blepharistomma,delete,delete,UPBR
blepharistomma_spp,delete,delete,UPBR
bombax,Bombax,Bombax,TRSH
bombax_spp,Bombax,Bombax,TRSH
bombax_type,Bombax,Bombax,TRSH
boraginaceae,Boraginaceae,Boraginaceae,UPHE
boraginaceae_undifferentiated,Boraginaceae,Boraginaceae,UPHE
borassus_spp,Borassus,Borassus,PALM
borreria,Rubiaceae,Rubiaceae,UPHE
borreria_spp,Rubiaceae,Rubiaceae,UPHE
botrychium,delete,delete,VACR
botrychium_lunaria_type,delete,delete,VACR
botryococcus,delete,delete,ALGA
botryococcus_braunii,delete,delete,ALGA
brasenia,delete,delete,AQVP
brass_biscutella_323_1,Brassicaceae,Brassicaceae,UPHE
brassica_minus_hornungia_type,Brassicaceae,Brassicaceae,UPHE
brassicaceae,Brassicaceae,Brassicaceae,UPHE
brassicaceae_pp,Brassicaceae,Brassicaceae,UPHE
breynia,Breynia,Breynia,TRSH
breynia_spp,Breynia,Breynia,TRSH
bridelia,Bridelia,Bridelia,TRSH
bridelia_spp,Bridelia,Bridelia,TRSH
broussonetia,Broussonetia,Broussonetia,TRSH
bryales,delete,delete,UPBR
bupleurum,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
bupleurum_pleurospermum_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
bupleurum_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
buxus,Buxus,Buxus,TRSH
buxus_spp,Buxus,Buxus,TRSH
c_a,delete,delete,LABO
caesalpania,Fabaceae (tree),Fabaceae (tree),TRSH
caesalpinia_spp,Fabaceae (tree),Fabaceae (tree),TRSH
calamus,Arecaceae,Arecaceae,PALM
calamus_spp,Arecaceae,Arecaceae,PALM
calendula,Asteraceae Asteroideae,Asteraceae Asteroideae,UPHE
callicarpa,Verbenaceae,Verbenaceae,TRSH
calligonum,Polygonaceae undiffrentiated,Polygonaceae undiffrentiated,TRSH
calligonum_type,Polygonaceae undiffrentiated,Polygonaceae undiffrentiated,TRSH
callitriche,delete,delete,AQVP
callitriche_palustris_type,delete,delete,AQVP
calluna_type,Calluna,Calluna,TRSH
calluna_vulgaris,Calluna,Calluna,TRSH
calophyllum_inophyllum,Calophyllaceae,Calophyllaceae,TRSH
calophyllum_pulcherinum,Calophyllaceae,Calophyllaceae,TRSH
calophyllum_spp,Calophyllaceae,Calophyllaceae,TRSH
caltha,Ranunculaceae,Ranunculaceae,UPHE
caltha_aquilegia_type,Ranunculaceae,Ranunculaceae,UPHE
caltha_isopyrum_type,Ranunculaceae,Ranunculaceae,UPHE
caltha_palustris_type,Ranunculaceae,Ranunculaceae,UPHE
caltha_type,Ranunculaceae,Ranunculaceae,UPHE
camellia,Camellia,Camellia,TRSH
campanula,Campanulaceae,Campanulaceae,UPHE
campanula_trachelium_type,Campanulaceae,Campanulaceae,UPHE
campanula_type,Campanulaceae,Campanulaceae,UPHE
campanulaceae,Campanulaceae,Campanulaceae,UPHE
campanulaceae_undiff,Campanulaceae,Campanulaceae,UPHE
campanumoea,Campanulaceae,Campanulaceae,UPHE
canarium,Burseraceae type,Burseraceae type,TRSH
canarium_spp,Burseraceae type,Burseraceae type,TRSH
cannabaceae,Humulus/Cannabis,Humulus/Cannabis,TRSH
cannabinaceae,Humulus/Cannabis,Humulus/Cannabis,UPHE
cannabis,Humulus/Cannabis,Humulus/Cannabis,UPHE
cannabis_sativa,Humulus/Cannabis,Humulus/Cannabis,UPHE
cannabis_type,Humulus/Cannabis,Humulus/Cannabis,UPHE
canthium,Rubiaceae,Rubiaceae,TRSH
canthium_spp,Rubiaceae,Rubiaceae,TRSH
capparis,Capparidaceae,Capparidaceae,TRSH
caprifoliaceae,Caprifoliaceae undiffrentiated,Caprifoliaceae undiffrentiated,TRSH
caprifoliaceae_subf_dipsacoideae,Caprifoliaceae subf. Dipsacoideae,Caprifoliaceae subf. Dipsacoideae,UPHE
caprifoliaceae_subf_valerianoideae,Caprifoliaceae subf. Valerianoideae,Caprifoliaceae subf. Valerianoideae,UPHE
caprifoliaceae_undiff,Caprifoliaceae undiffrentiated,Caprifoliaceae undiffrentiated,TRSH
caragana,Fabaceae,Fabaceae,TRSH
caragana_type,Fabaceae,Fabaceae,UPHE
carbon_organic_total,delete,delete,LABO
carbonates,delete,delete,LABO
cardiospermum_spp,Sapindaceae,Sapindaceae,TRSH
cardiospernum,Sapindaceae,Sapindaceae,TRSH
carduoideae,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
carduoideae_undiff,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
carduus,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
carelia,delete,delete,GPOD
carelia_spp,delete,delete,GPOD
carex,Cyperaceae,Cyperaceae,UPHE
carex_type,Cyperaceae,Cyperaceae,UPHE
careya,Careya/Barringtonia,Careya/Barringtonia,TRSH
careya_spp,Careya/Barringtonia,Careya/Barringtonia,TRSH
carpinus,Carpinus,Carpinus,TRSH
carpinus_betulus,Carpinus,Carpinus,TRSH
carpinus_betulus_type,Carpinus,Carpinus,TRSH
carpinus_cordata_type,Carpinus,Carpinus,TRSH
carpinus_ostrya,Carpinus/Ostrya,Carpinus/Ostrya,TRSH
carpinus_tschonoskii,Carpinus,Carpinus,TRSH
carpinus_type,Carpinus,Carpinus,TRSH
carpinus_undifferentiated,Carpinus,Carpinus,TRSH
carpinus_viminea_type,Carpinus,Carpinus,TRSH
carya,Carya,Carya,TRSH
carya_reworked,Carya,Carya,TRSH
caryophllyeae,Caryophyllaceae,Caryophyllaceae,UPHE
caryophyllaceae,Caryophyllaceae,Caryophyllaceae,UPHE
caryophyllaceae_subf_silenoideae_type,Caryophyllaceae,Caryophyllaceae,UPHE
caryophyllaceae_undiff,Caryophyllaceae,Caryophyllaceae,UPHE
caryophyllaceae_undifferentiated,Caryophyllaceae,Caryophyllaceae,UPHE
caryopyllaceae,Caryophyllaceae,Caryophyllaceae,UPHE
caryota,Arecaceae,Arecaceae,PALM
caryota_spp,Arecaceae,Arecaceae,PALM
casearia,Flacourtiaceae,Flacourtiaceae,TRSH
casearia_sp,Flacourtiaceae,Flacourtiaceae,TRSH
cassea,Fabaceae (tree),Fabaceae (tree),TRSH
cassia,Fabaceae (tree),Fabaceae (tree),TRSH
cassiope,Ericaceae,Ericaceae,TRSH
castanea,Castanea-type,Castanea-type,TRSH
castanea_castanopsis,Castanea-type,Castanea-type,TRSH
castanea_sativa,Castanea-type,Castanea-type,TRSH
castanea_type,Castanea-type,Castanea-type,TRSH
castanopsis,Castanea-type,Castanea-type,TRSH
castanopsis_lithocarpus,Castanea-type,Castanea-type,TRSH
castanopsis_plus_castanea,Castanea-type,Castanea-type,TRSH
castanopsis_plus_lithocarpus,Castanea-type,Castanea-type,TRSH
catalpa,Bignoniaceae,Bignoniaceae,TRSH
cedrus,Cedrus,Cedrus,TRSH
cedrus_deodara,Cedrus,Cedrus,TRSH
celastraceae,Celastraceae,Celastraceae,TRSH
celastrus,Celastraceae,Celastraceae,TRSH
celtis,Celtis-type,Celtis-type,TRSH
celtis_aphananthe,Celtis-type,Celtis-type,TRSH
celtis_australis,Celtis-type,Celtis-type,TRSH
celtis_spp,Celtis-type,Celtis-type,TRSH
centaurea,Centaurea,Centaurea,UPHE
centaurea_cyanus_type,Centaurea,Centaurea,UPHE
centaurea_depressa_type,Centaurea,Centaurea,UPHE
centaurea_jacea_type,Centaurea,Centaurea,UPHE
centaurea_montana,Centaurea,Centaurea,UPHE
centaurea_montana_type,Centaurea,Centaurea,UPHE
centaurea_nigra_type,Centaurea,Centaurea,UPHE
centaurea_scabiosa,Centaurea,Centaurea,UPHE
centaurea_scabiosa_type,Centaurea,Centaurea,UPHE
centratherum_reticulatum,Asteraceae Carduoideae,Asteraceae Carduoideae,UPHE
cerastium_arvense_type,Caryophyllaceae,Caryophyllaceae,UPHE
cerastium_cerastoides_type,Caryophyllaceae,Caryophyllaceae,UPHE
cerastium_type,Caryophyllaceae,Caryophyllaceae,UPHE
ceratoides,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
ceratopteris,delete,delete,VACR
cercidiphyllum,Cercidiphyllum,Cercidiphyllum,TRSH
cercophora_type,delete,delete,FUNG
cereal_type,Cerealia,Cerealia,UPHE
cerealia,Cerealia,Cerealia,UPHE
cerealia_type,Cerealia,Cerealia,UPHE
cerinthe,Boraginaceae,Boraginaceae,UPHE
cf_boraginaceae_undiff,Boraginaceae,Boraginaceae,UPHE
cf_buxus,Buxus,Buxus,TRSH
cf_celtis,Celtis-type,Celtis-type,TRSH
cf_centaura_montana,Centaurea,Centaurea,UPHE
cf_cornus_suecica_type,Cornus,Cornus,TRSH
cf_cryptogramma_crispa,delete,delete,VACR
cf_cuscuta,Cuscuta,Cuscuta,UPHE
cf_fabaceae_undiff,Fabaceae,Fabaceae,UPHE
cf_gentianaceae_undiff,Gentianaceae,Gentianaceae,UPHE
cf_geum,Geum-type,Geum-type,UPHE
cf_hypericum_elodes,Guttiferae,Guttiferae,UPHE
cf_lemna,delete,delete,AQVP
cf_liliaceae_undiff,Liliaceae s. l.,Liliaceae s. l.,UPHE
cf_melampyrum_clump_pollen_nisp,Melampyrum,Melampyrum,UPHE
cf_melampyrum_na_pollen_nisp,Melampyrum,Melampyrum,UPHE
cf_nyssa,Nyssaceae,Nyssaceae,TRSH
cf_ononis_type,Fabaceae,Fabaceae,UPHE
cf_osmunda,delete,delete,VACR
cf_pistacia,Pistacia,Pistacia,TRSH
cf_saxifraga_oppositifolia_type,Saxifragaceae,Saxifragaceae,UPHE
cf_saxifraga_stellaris_type,Saxifragaceae,Saxifragaceae,UPHE
cf_tamarix,Tamaricaceae,Tamaricaceae,TRSH
cf_taxus,Taxus,Taxus,TRSH
cf_trapa_natans,delete,delete,AQVP
chaerophyllum_hirsutum_type,Apiaceae undifferentiated,Apiaceae undifferentiated,UPHE
charcoal,delete,delete,CHAR
cheae_clumps,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
cheilanthes_undifferentiated,delete,delete,VACR
cheilanthes_vellea_type,delete,delete,VACR
chelidonium,Papaveraceae,Papaveraceae,UPHE
chelidonium_majus,Papaveraceae,Papaveraceae,UPHE
chenopodiaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_18,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_2,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_3,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_35,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_amaranthaceae,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_artemisia,delete,delete,UPHE
chenopodiaceae_u_18,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_u_35,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodiaceae_undifferentiated,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chenopodium,Amaranthaceae/Chenopodiaceae,Amaranthaceae/Chenopodiaceae,UPHE
chionanthus,Oleaceae,Oleaceae,TRSH
chionanthus_spp,Oleaceae,Oleaceae,TRSH
chironomidae,delete,delete,DIPT
chitinous_claws,delete,delete,UNID
chitinous_extremities,delete,delete,UNID
chitinous_filtering_plates,delete,delete,UNID
chitinous_fragments,delete,delete,UNID
chitinous_hairs,delete,delete,UNID
chrysophyllum,Sapotaceae,Sapotaceae,TRSH
chrysophyllum_spp,Sapotaceae,Sapotaceae,TRSH
cibotium,delete,delete,VACR
cicer,Fabaceae,Fabaceae,UPHE
cichoriaceae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichorioidae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
cichorioideae,Asteraceae Cichorioideae,Asteraceae Cichorioideae,UPHE
